name,id,all_cleaned
Mightyena,262,"Mightyena: id: 262 - nickname: Bite Pokémon - type: dark - height: 1.0 - weight: 37.0; descriptions: It will always obey the commands of a skilled Trainer. Its behavior arises from its living in packs in ancient times.; Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.; It chases down prey in a pack. It will never disobey the commands of a skilled Trainer.; Mightyena gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs.; In the wild, Mightyena live in a pack. They never defy their leader's orders. They defeat foes with perfectly coordinated teamwork.; It chases down prey in a pack of around ten. They defeat foes with perfectly coordinated teamwork."
Zigzagoon,263,"Zigzagoon: id: 263 - nickname: Tiny Raccoon Pokémon - type: normal - height: 0.4 - weight: 17.5; descriptions: A Pokémon with abundant curiosity. It shows an interest in everything, so it always zigs and zags.; It marks its territory by rubbing its bristly fur on trees. This variety of Zigzagoon is friendlier and calmer than the kind native to Galar.; It walks in zigzag fashion. It's good at finding items in the grass and even in the ground.; A Pokémon with abundant curiosity. It shows an interest in everything, so it always zigzags.; Zigzagoon restlessly wanders everywhere at all times. This Pokémon does so because it is very curious. It becomes interested in anything that it happens to see.; Zigzagoon that adapted to regions outside Galar acquired this appearance. If you've lost something, this Pokémon can likely find it.; Rubbing its nose against the ground, it always wanders about back and forth in search of something. It is distinguished by the zigzag footprints it leaves.; It walks in zigzag fashion. It is good at finding items in the grass and even in the ground.; It gets interested in everything, which is why it zigs and zags. It is good at finding items.; The hair on Zigzagoon's back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle."
Linoone,264,"Linoone: id: 264 - nickname: Rushing Pokémon - type: normal - height: 0.5 - weight: 32.5; descriptions: It is exceedingly fast if it only has to run in a straight line. When it spots pond dwelling prey underwater, it quickly leaps in and catches it with its sharp claws.; It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails.; When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.; When running in a straight line, it can top 60 miles per hour. However, it has a tough time with curved roads.; When running in a straight line, it can easily top 60 miles an hour. It has a tough time with curved roads.; Linoone always runs full speed and only in straight lines. If facing an obstacle, it makes a right angle turn to evade it. This Pokémon is very challenged by gently curving roads.; Its fur is strong and supple. Shaving brushes made with shed Linoone hairs are highly prized.; It uses its explosive speed and razor sharp claws to bring down prey. Running along winding paths is not its strong suit."
Wurmple,265,"Wurmple: id: 265 - nickname: Worm Pokémon - type: bug - height: 0.3 - weight: 3.6; descriptions: Often targeted by bird Pokémon, it desperately resists by releasing poison from its tail spikes.; It lives among the tall grass and in forests. It repels attacks by raising up the spikes on its rear.; It spits a white silk that turns sticky when it contacts air. It is used to immobilize foes.; Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.; It loves to eat leaves. If it is attacked by a Starly, it will defend itself with its spiked rear.; It sticks to tree branches and eats leaves. The thread it spits from its mouth, which becomes gooey when it touches air, slows the movement of its foes.; Using the spikes on its rear end, Wurmple peels the bark off trees and feeds on the sap that oozes out. This Pokémon's feet are tipped with suction pads that allow it to cling to glass without slipping.; Likes sap and is abundant in the wild. Why it evolves into various different forms is unknown. One cannot tell from a Wurmple's appearance which form it will take when it evolves.; It lives amidst tall grass and in forests. When attacked, it resists by pointing its venomous spikes at the foe."
Silcoon,266,"Silcoon: id: 266 - nickname: Cocoon Pokémon - type: bug - height: 0.6 - weight: 10.0; descriptions: It prepares for evolution using the energy it stored while it was a Wurmple. It keeps watch over the surroundings with its two eyes.; Having wrapped silk around the branches of a tree, it quiescently awaits evolution.; Silcoon tethers itself to a tree branch using silk to keep from falling. There, this Pokémon hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.; Wraps itself in thin strings of silk while it stores energy for evolution. It can't extend its limbs and its movement is slow, but its eyes keep a sharp lookout Silcoon is always on guard.; It drinks dew that collects on its silk and waits for evolution. Its hard cocoon repels attacks.; Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.; It wraps silk around the branches of a tree. It drinks rainwater on its silk while awaiting evolution.; It anchors itself by wrapping twigs with the silk from its body. It motionlessly awaits evolution.; It conserves its energy by moving as little as possible. It awaits evolution while drinking only a little rainwater."
Beautifly,267,"Beautifly: id: 267 - nickname: Butterfly Pokémon - type: bug and flying - height: 1.0 - weight: 28.4; descriptions: Despite its appearance, it has an aggressive nature. It attacks by jabbing with its long, thin mouth.; A colorful and incredibly beautiful but also greedy Pokémon. In an effort to keep its favorite food all to itself, it will chase away Combee as they try to gather nectar.; When flower fields bloom, it flits around, collecting pollen. Despite its appearance, it is savage.; Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.; Beautifly's favorite food is the sweet pollen of flowers. If you want to see this Pokémon, just leave a potted flower by an open window. Beautifly is sure to come looking for pollen.; It has an aggressive nature. It stabs prey with its long, narrow mouth to drain the prey's fluids.; Vibrantly patterned wings are its prominent feature. It sucks sweet flower nectar with its long mouth.; Despite its looks, it is aggressive. It jabs with its long, thin mouth if disturbed while collecting pollen.; Its colorfully patterned wings are its most prominent feature. It flies through flower covered fields collecting pollen. It attacks ferociously when angered."
Cascoon,268,"Cascoon: id: 268 - nickname: Cocoon Pokémon - type: bug - height: 0.7 - weight: 11.5; descriptions: Cascoon makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This Pokémon prepares for its evolution inside the cocoon.; Its body, which is made of soft silk, hardens over time. When cracks appear, evolution is near.; Encased within its tough cocoon, it endures attacks. It never forgets the appearance of its foes.; If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.; It never forgets any attack it endured while in the cocoon. After evolution, it seeks payback.; It endures attacks with patience, because the more pain before evolution, the sturdier it becomes.; The silk coating its body is thin but sufficiently strong. Cascoon's silk has a luster and texture superior to that of Silcoon's, and clothes made using Cascoon silk are regarded as top notch.; It is hot inside its cocoon. All the cells in its body create the energy for it to evolve.; To avoid detection by its enemies, it hides motionlessly beneath large leaves and in the gaps of branches. It also attaches dead leaves to its body for camouflage."
Dustox,269,"Dustox: id: 269 - nickname: Poison Moth Pokémon - type: bug and poison - height: 1.2 - weight: 31.6; descriptions: Dustox is instinctively drawn to light. Swarms of this Pokémon are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.; Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards.; It is a nocturnal Pokémon that flies from fields and mountains to the attraction of streetlights at night. It looses highly toxic powder from its wings.; When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.; A nocturnal Pokémon. Drawn by streetlights, they messily eat the leaves of trees lining boulevards.; It scatters horribly toxic dust when it senses danger. They tend to gather in the glow of streetlamps at night.; It violently flutters its wings to scatter toxic dust when attacked. It becomes active after sunset.; It scatters its fine dust all over when it is attacked. It is a nocturnal Pokémon.; Tends to be drawn to bonfires on dark nights. Difficult to chase away from settlements because of the way it scatters highly toxic scales."
Lotad,270,"Lotad: id: 270 - nickname: Water Weed Pokémon - type: water and grass - height: 0.5 - weight: 2.6; descriptions: Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.; This Pokémon lives in ponds with clean water. It is known to ferry small Pokémon across ponds by carrying them on the broad leaf on its head.; Lotad live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this Pokémon travels on land in search of clean water.; Its leaf grew too large for it to live on land. That is how it began to live floating in the water.; It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts.; It looks like an aquatic plant and serves as a ferry to Pokémon that can't swim."
Lombre,271,"Lombre: id: 271 - nickname: Jolly Pokémon - type: water and grass - height: 1.2 - weight: 32.5; descriptions: Lombre is nocturnal it will get active after dusk. It is also a mischief maker. When this Pokémon spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation.; It lives at the water's edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.; In the evening, it takes great delight in popping out of rivers and startling people. It feeds on aquatic moss that grows on rocks in the riverbed.; It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere.; It is nocturnal and becomes active at nightfall. It feeds on aquatic mosses that grow in the riverbed.; Lombre's entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon's hands. Lombre is often mistaken for a human child."
Ludicolo,272,"Ludicolo: id: 272 - nickname: Carefree Pokémon - type: water and grass - height: 1.5 - weight: 55.0; descriptions: Ludicolo begins dancing as soon as it hears cheerful, festive music. This Pokémon is said to appear when it hears the singing of children on hiking outings.; The rhythm of bright, festive music activates Ludicolo's cells, making it more powerful.; When it hears festive music, all the cells in its body become stimulated, and it begins moving in rhythm. It does not quail even when it faces a tough opponent.; If it hears festive music, all its muscles fill with energy. It can't help breaking out into a dance.; Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo's body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.; If it hears festive music, it begins moving in rhythm in order to amplify its power."
Seedot,273,"Seedot: id: 273 - nickname: Acorn Pokémon - type: grass - height: 0.5 - weight: 4.0; descriptions: Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.; It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall.; Seedot attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this Pokémon's body becomes.; If it remains still, it becomes impossible to distinguish from real nuts. It delights in surprising foraging Pidgey.; It hangs off branches and absorbs nutrients. When it finishes eating, its body becomes so heavy that it drops to the ground with a thump.; When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokémon.; If it remains still, it looks just like a real nut. It delights in surprising foraging Pokémon."
Nuzleaf,274,"Nuzleaf: id: 274 - nickname: Wily Pokémon - type: grass and dark - height: 1.0 - weight: 28.0; descriptions: Nuzleaf live in densely overgrown forests. They occasionally venture out of the forest to startle people. This Pokémon dislikes having its long nose pinched.; The sound of its grass flute makes its listeners uneasy. It lives deep in forests.; They live in holes bored in large trees. The sound of Nuzleaf's grass flute fills listeners with dread.; This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf's flute strikes fear and uncertainty in the hearts of people lost in a forest.; A forest dwelling Pokémon that is skilled at climbing trees. Its long and pointed nose is its weak point. It loses power if the nose is gripped.; It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy."
Shiftry,275,"Shiftry: id: 275 - nickname: Wicked Pokémon - type: grass and dark - height: 1.3 - weight: 59.6; descriptions: Shiftry's large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped up wind blows anything away. This Pokémon chooses to live quietly deep in forests.; Shiftry is a mysterious Pokémon that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.; A Pokémon that was feared as a forest guardian. It can read the foe's mind and take preemptive action.; It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.; By flapping its leafy fan, it can whip up gusts of 100 ft second that can level houses.; By flapping its leafy fan, it can whip up gusts of 100 feet per second that can level houses.; It is said to arrive on chilly, wintry winds. Feared from long ago as the guardian of forests, this Pokémon lives in a deep forest where people do not venture."
Taillow,276,"Taillow: id: 276 - nickname: Tiny Swallow Pokémon - type: normal and flying - height: 0.3 - weight: 2.3; descriptions: When it gets cold, they migrate, flying over 180 miles a day. It hunts for tasty prey.; Taillow is young it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.; It dislikes cold seasons. They migrate to other lands in search of warmth, flying over 180 miles a day.; Taillow courageously stands its ground against foes, however strong they may be. This gutsy Pokémon will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.; It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates.; Although it is small, it is very courageous. It will take on a larger Skarmory on an equal footing. However, its will weakens if it becomes hungry."
Swellow,277,"Swellow: id: 277 - nickname: Swallow Pokémon - type: normal and flying - height: 0.7 - weight: 19.8; descriptions: It dives at a steep angle as soon as it spots its prey. It catches its prey with sharp claws.; Swellow flies high above our heads, making graceful arcs in the sky. This Pokémon dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by Swellow's clawed feet, preventing escape.; A Swellow dives upon prey from far above. It never misses its targets. It takes to the skies in search of lands with a warm climate.; It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey.; If its two tail feathers are standing at attention, it is proof of good health. It soars elegantly in the sky.; Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other's wings."
Wingull,278,"Wingull: id: 278 - nickname: Seagull Pokémon - type: water and flying - height: 0.6 - weight: 9.5; descriptions: Its hollow bones enhance its lightness. It spreads its wings to the wind and soars away into the sky.; Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon's long beak is useful for catching prey.; Wingull has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This Pokémon rides the winds and flies as if it were skating across the sky.; It builds nests in cliffs by the sea. It circles the skies above the ocean looking for its favorite food Wishiwashi.; It rides upon ocean winds as if it were a glider. In the winter, it hides food around its nest.; It soars high in the sky, riding on updrafts like a glider. It carries food tucked in its bill.; It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the sea's edge.; It makes its nest on a sheer cliff at the edge of the sea. It has trouble keeping its wings flapping in flight. Instead, it soars on updrafts.; Catching sea winds with its long wings, it soars as if it were a glider. It folds its wings to rest.; It makes its nest on steep sea cliffs. Riding updrafts, it soars to great heights.; Fishermen keep an eye out for Wingull in the sky, because wherever they're circling, the ocean is sure to be teeming with fish Pokémon.; With its long, thin wings, it catches updrafts and flies like a glider high up into the sky.; It makes its nest on sheer cliffs. Riding the sea breeze, it glides up into the expansive skies."
Pelipper,279,"Pelipper: id: 279 - nickname: Water Bird Pokémon - type: water and flying - height: 1.2 - weight: 28.0; descriptions: It skims the tops of waves as it flies. When it spots prey, it uses its large beak to scoop up the victim with water. It protects its eggs in its beak.; It places small Pokémon into its spacious beak and carries them around. No one knows where it's taking them.; It dips its large bill in the sea, then scoops up numerous prey along with water.; Skimming the water's surface, it dips its large bill in the sea, scoops up food and water, and carries it.; It scoops up Wishiwashi in its huge beak and swallows them whole. It can devour more than 30 at one go; It is a flying transporter that carries small Pokémon in its beak. It bobs on the waves to rest its wings.; Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.; It protects its young in its beak. It bobs on waves, resting on them on days when the waters are calm.; Gathering food is the work of young males. They store food in their capacious beaks and carry it back to others waiting in the nest.; It acts as a delivery service by carrying small Pokémon in its bill. It bobs on the waves to rest.; Its spacious beak is large enough for a small child to fit right inside.; It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill.; Pelipper is a flying transporter that carries small Pokémon and eggs inside its massive bill. This Pokémon builds its nest on steep cliffs facing the sea."
Ralts,280,"Ralts: id: 280 - nickname: Feeling Pokémon - type: psychic and fairy - height: 0.4 - weight: 6.6; descriptions: The horns on its head provide a strong power that enables it to sense people's emotions.; Tends to prefer people with a chipper disposition to those who are gloomy, but it has shown no discrimination with regard to age or gender. Needs more research.; It is highly attuned to the emotions of people and Pokémon. It hides if it senses hostility.; It uses the horns on its head to sense human emotions. It is said to appear in front of cheerful people.; A Ralts has the power to sense the emotions of people and Pokémon with the horns on its head. It takes cover if it senses any hostility.; Ralts senses the emotions of people using the horns on its head. This Pokémon rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.; Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.; If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
Kirlia,281,"Kirlia: id: 281 - nickname: Emotion Pokémon - type: psychic and fairy - height: 0.8 - weight: 20.2; descriptions: It is said that a Kirlia that is exposed to the positive emotions of its Trainer grows beautiful. This Pokémon controls psychokinetic powers with its highly developed brain.; The cheerful spirit of its Trainer gives it energy for its psychokinetic power. It spins and dances when happy.; Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.; If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about.; It is highly perceptive of its Trainer's feelings. It dances when it is feeling happy.; It has a psychic power that enables it to distort the space around it and see into the future.; A Kirlia has the psychic power to create a rip in the dimensions and see into the future. It is said to dance with pleasure on sunny mornings.; It resembles a maiden in appearance, but it wields strange powers to project visions of paradise. I suspect the crimson ornaments on its head are the key to its abilities."
Gardevoir,282,"Gardevoir: id: 282 - nickname: Embrace Pokémon - type: psychic and fairy - height: 1.6 - weight: 48.4; descriptions: It will dedicate itself to defending a master it has come to adore. Its pure white dress, reminiscent of those worn by ladies of nobility, is the dress of one who is willing to risk their life.; Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.; It will try to guard its trusted Trainer with its life. It has the ability to see the future.; Gardevoir has the ability to read the future. If it senses impending danger to its Trainer, this Pokémon is said to unleash its psychokinetic energy at full power.; It unleashes psychokinetic energy at full power when protecting a Trainer it has bonded closely with.; It apparently does not feel the pull of gravity because it supports itself with psychic power. It will give its life to protect its Trainer.; It has the power to predict the future. Its power peaks when it is protecting its Trainer.; To protect its Trainer, it will expend all its psychic power to create a small black hole."
Surskit,283,"Surskit: id: 283 - nickname: Pond Skater Pokémon - type: bug and water - height: 0.5 - weight: 1.7; descriptions: If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.; It lives in ponds and marshes that feature lots of plant life. It often fights with Dewpider, whose habitat and diet are similar.; From the tips of its feet, Surskit secretes an oil that enables it to walk on water as if it were skating. This Pokémon feeds on microscopic organisms in ponds and lakes.; It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.; They gather on puddles after evening downpours, gliding across the surface of water as if sliding. It secretes honey with a sweet aroma from its head.; When this Pokémon senses danger, a sweet fluid oozes from the tip of its head. The taste of it disgusts bird Pokémon.; It moves as if skating on the surface of the water. It often fights with Dewpider over food.; They usually live on ponds, but after an evening shower, they may appear on puddles in towns.; If it's in a pinch, it will secrete a sweet liquid from the tip of its head. Syrup made from gathering that liquid is tasty on bread.; It secretes a thick, sweet scented syrup from the tip of its head. It lives on weed choked ponds."
Masquerain,284,"Masquerain: id: 284 - nickname: Eyeball Pokémon - type: bug and flying - height: 0.8 - weight: 3.6; descriptions: Masquerain's antennas have eyelike patterns that usually give it an angry look. If the eyes are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.; It intimidates enemies with the eye like patterns on its antennae. Its four wings allow it to fly in any direction.; Masquerain intimidates enemies with the eyelike patterns on its antennas. This Pokémon flaps its four wings to freely fly in any direction even sideways and backwards as if it were a helicopter.; Masquerain intimidates enemies with the eyelike patterns of its eyespots. If that doesn't work, it deftly makes its escape on its set of four wings.; Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction.; Its thin, winglike antennae are highly absorbent. It waits out rainy days in tree hollows.; The antennae have distinctive patterns that look like eyes. When it rains, they grow heavy, making flight impossible.; It intimidates foes with the large eyelike patterns on its antennae. Because it can't fly if its wings get wet, it shelters itself from rain under large trees and eaves.; It flaps its four wings to hover and fly freely in any direction to and fro and sideways.; Its wings and antennae don't cope well with moisture. After a rain, it faces sunward to dry off."
Shroomish,285,"Shroomish: id: 285 - nickname: Mushroom Pokémon - type: grass - height: 0.4 - weight: 4.5; descriptions: If it senses danger, it scatters spores from the top of its head to protect itself.; It prefers damp places. By day it remains still in the forest shade. It releases toxic powder from its head.; If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon's spores are so toxic, they make trees and weeds wilt.; Shroomish live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This Pokémon feeds on compost that is made up of fallen, rotted leaves.; It loves to eat damp, composted soil in forests. If you enter a forest after a long rain, you can see many Shroomish feasting on composted soil.; It spouts poison spores from the top of its head. These spores cause pain all over if inhaled."
Breloom,286,"Breloom: id: 286 - nickname: Mushroom Pokémon - type: grass and fighting - height: 1.2 - weight: 39.2; descriptions: The seeds ringing Breloom's tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon's seed will cause your stomach to rumble.; Breloom closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This Pokémon's fighting technique puts boxers to shame.; The seeds on its tail are made of toxic spores. It knocks out foes with quick, virtually invisible punches.; It scatters spores from holes in the cap on its head. It loves warm and humid climates. It feeds on trees and plants in fields and forests.; It scatters poisonous spores and throws powerful punches while its foe is hampered by inhaled spores.; Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers."
Slakoth,287,"Slakoth: id: 287 - nickname: Slacker Pokémon - type: normal - height: 0.8 - weight: 24.0; descriptions: The way Slakoth lolls around makes anyone who watches it feel like doing the same.; If it eats just three leaves in a day, it is satisfied. Other than that, it sleeps for 20 hours a day.; It sleeps for 20 hours every day. Making drowsy those that see it is one of its abilities.; Slakoth lolls around for over 20 hours every day. Because it moves so little, it does not need much food. This Pokémon's sole daily meal consists of just three leaves.; Slakoth lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This Pokémon's sole daily meal consists of just three leaves.; It sleeps virtually all day and night long. It doesn't change its nest its entire life, but it sometimes travels great distances by swimming in rivers.; Slakoth's heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.; It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy."
Vigoroth,288,"Vigoroth: id: 288 - nickname: Wild Monkey Pokémon - type: normal - height: 1.4 - weight: 46.5; descriptions: Vigoroth is always itching and agitated to go on a wild rampage. It simply can't tolerate sitting still for even a minute. This Pokémon's stress level rises if it can't be moving constantly.; Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.; Its heartbeat is fast and its blood so agitated that it can't sit still for one second.; It is always hungry because it won't stop rampaging. Even while it is eating, it can't keep still.; Its stress level rises if it cannot keep moving constantly. Too much stress makes it feel sick.; Its heart beats at a tenfold tempo, so it cannot sit still for even a moment.; It can't keep still because its blood boils with energy. It runs through the fields and mountains all day to calm itself. If it doesn't, it can't sleep at night."
Slaking,289,"Slaking: id: 289 - nickname: Lazy Pokémon - type: normal - height: 2.0 - weight: 130.5; descriptions: Hordes of Slaking gather around trees when fruits come into season. They wait around patiently for ripened fruits to fall out of the trees.; It is the world's most slothful Pokémon. However, it can exert horrifying power by releasing pent up energy all at once.; The world's laziest Pokémon. When it is lounging, it is actually saving energy for striking back.; Slaking spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this Pokémon reluctantly moves to another spot.; The world's laziest Pokémon. It moves to another spot when there's no food left within its reach.; Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.; This Pokémon lives lying on its side. It only rolls over and moves when there is no more grass to eat."
Nincada,290,"Nincada: id: 290 - nickname: Trainee Pokémon - type: bug and ground - height: 0.5 - weight: 5.5; descriptions: Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can't withstand bright sunlight so avoids it.; It can sometimes live underground for more than 10 years. It absorbs nutrients from the roots of trees.; Nincada lives underground for many years in complete darkness. This Pokémon absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.; It makes its nest at the roots of a mighty tree. Using its whiskerlike antennae, it probes its surroundings in the pitch black darkness of soil.; Because it lived almost entirely underground, it is nearly blind. It uses its antennae instead.; It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes."
Ninjask,291,"Ninjask: id: 291 - nickname: Ninja Pokémon - type: bug and flying - height: 0.8 - weight: 12.0; descriptions: This Pokémon is so quick, it is said to be able to avoid any attack. It loves to feed on tree sap.; If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer's abilities to the test.; Ninjask moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this Pokémon was long believed to be invisible.; Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap.; Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.; Because it darts about vigorously at high speed, it is very difficult to see. Hearing its distinctive cries for too long induces a headache."
Shedinja,292,"Shedinja: id: 292 - nickname: Shed Pokémon - type: bug and ghost - height: 0.8 - weight: 1.2; descriptions: A discarded bug shell that came to life. Peering into the crack on its back is said to steal one's spirit.; A peculiar Pokémon that floats in air even though its wings remain completely still. The inside of its body is hollow and utterly dark.; Shedinja's hard body doesn't move not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this Pokémon will steal the spirit of anyone peering into its hollow body from its back.; Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile it doesn't even breathe.; A strange Pokémon it flies without moving its wings, has a hollow shell for a body, and does not breathe.; A most peculiar Pokémon that somehow appears in a Poké Ball when a Nincada evolves."
Whismur,293,"Whismur: id: 293 - nickname: Whisper Pokémon - type: normal - height: 0.6 - weight: 16.3; descriptions: Its cries equal a jet plane in volume. It inhales through its ear canals. Because of this system, it can cry continually without having to catch its breath.; Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.; It usually murmurs but starts crying loudly if it senses danger. It stops when its ear covers are shut.; Normally, Whismur's voice is very quiet it is barely audible even if one is paying close attention. However, if this Pokémon senses danger, it starts crying at an earsplitting volume.; The cry of a Whismur is over 100 decibels. If you're close to a Whismur when it lets out a cry, you'll be stuck with an all day headache.; If it senses danger, it scares the foe by crying out with the volume of a jet plane engine.; When Whismur cries, the sound of its own voice startles it, making the Pokémon cry even louder. It cries until it's exhausted, then it falls asleep.; Usually, its cries are like quiet murmurs. If frightened, it shrieks at the same volume as a jet plane."
Loudred,294,"Loudred: id: 294 - nickname: Big Voice Pokémon - type: normal - height: 1.0 - weight: 40.5; descriptions: It shouts loudly by inhaling air, and then uses its well developed stomach muscles to exhale.; It positions the round speakers on its head to assail foes with ultrasonic waves at massive volume. It builds power by stomping the ground.; When it stamps its feet and bellows, it generates ultrasonic waves that can blow apart a house.; Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.; The shock waves from its cries can tip over trucks. It stamps its feet to power up.; Loudred's ears serve as speakers, and they can put out sound waves powerful enough to blow away a house.; Loudred's bellowing can completely decimate a wood frame house. It uses its voice to punish its foes. This Pokémon's round ears serve as loudspeakers.; The force of this Pokémon's loud voice isn't just the sound it's also the wave of air pressure that blows opponents away and damages them."
